Year,Month,Facility Reference Number,Licence Holder,Site Common Name,Latitude,Longitude,Aquaculture Management Unit,Sample Type,Incident Date,Number of Pens Sampled,Average L. salmonis motiles per fish,Average L. salmonis females per fish,Average chalimus per fish,Average caligus per fish,Comments,Year Class
2021,March,1507,Cermaq Canada,Millar Channel,49.37622,-126.09003,Clayoquot Sound,Routine monitoring,2021-03-10,2,0.375,0.225,20.85,9.075,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement",1
2021,March,1507,Cermaq Canada,Millar Channel,49.37622,-126.09003,Clayoquot Sound,Routine monitoring,2021-03-17,2,0.25,0.175,8.55,8.025,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement",1
2021,March,1507,Cermaq Canada,Millar Channel,49.37622,-126.09003,Clayoquot Sound,Routine monitoring,2021-03-30,2,0,0,18.95,4.15,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement",1
2021,March,543,Cermaq Canada,Mussel Rock,49.25925,-125.86762,Clayoquot Sound,Routine monitoring,n/a,0,n/a,n/a,n/a,n/a,Count(s) not required (<4 pens),1
2021,March,526,Cermaq Canada,Rant Point,49.2567,-125.84153,Clayoquot Sound,Pre-treatment,2021-03-10,10,0.635,0.135,5.97,8.15,Management action planned (Medicinal bath treatment),1
2021,March,526,Cermaq Canada,Rant Point,49.2567,-125.84153,Clayoquot Sound,Routine monitoring,2021-03-11,2,0,0,3.725,0.25,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement",1
2021,March,526,Cermaq Canada,Rant Point,49.2567,-125.84153,Clayoquot Sound,Post mechanical removal or bath treatment,2021-03-12,10,0,0,6.9,0.345,Medicinal bath treatment,1
2021,March,526,Cermaq Canada,Rant Point,49.2567,-125.84153,Clayoquot Sound,Routine monitoring,2021-03-25,3,0.2833,0.1833,0.1333,0.5,n/a,1
2021,March,526,Cermaq Canada,Rant Point,49.2567,-125.84153,Clayoquot Sound,Routine monitoring,2021-03-29,3,0.0667,0.0333,1.7,0.5,n/a,1
2021,March,314,Cermaq Canada,Ross Pass,49.32437,-126.04849,Clayoquot Sound,Routine monitoring,2021-03-07,4,0.7125,0.2875,3.35,4.0625,n/a,1
2021,March,314,Cermaq Canada,Ross Pass,49.32437,-126.04849,Clayoquot Sound,Pre-treatment,2021-03-10,10,0.62,0.215,4.045,4.55,Management action planned (Mechanical removal treatment),1
2021,March,314,Cermaq Canada,Ross Pass,49.32437,-126.04849,Clayoquot Sound,Post mechanical removal or bath treatment,2021-03-12,8,0.2,0.15,3.5813,0.2,Mechanical removal treatment,1
2021,March,314,Cermaq Canada,Ross Pass,49.32437,-126.04849,Clayoquot Sound,Routine monitoring,2021-03-21,3,0.1667,0.0833,5.0333,0.8833,n/a,1
2021,March,314,Cermaq Canada,Ross Pass,49.32437,-126.04849,Clayoquot Sound,Routine monitoring,2021-03-28,3,0.4,0.2333,1.0167,1.0333,n/a,1
2021,March,527,Cermaq Canada,Saranac Island,49.24803,-125.90671,Clayoquot Sound,Pre-treatment,2021-03-15,6,0.525,0.075,2.05,1.1917,Management action planned (Medicinal bath treatment),1
2021,March,527,Cermaq Canada,Saranac Island,49.24803,-125.90671,Clayoquot Sound,Post mechanical removal or bath treatment,2021-03-16,6,0.0333,0.0333,2.125,0.1,Medicinal bath treatment,1
2021,March,527,Cermaq Canada,Saranac Island,49.24803,-125.90671,Clayoquot Sound,Routine monitoring,2021-03-21,3,0.0333,0,1.1333,0.1167,n/a,1
2021,March,527,Cermaq Canada,Saranac Island,49.24803,-125.90671,Clayoquot Sound,Routine monitoring,2021-03-29,3,0.0167,0,0.7667,0.1333,n/a,1
2021,March,1472,Cermaq Canada,West Side,49.27928,-125.83065,Clayoquot Sound,Routine monitoring,2021-03-03,3,1.1667,0.3833,0.0833,0.0667,n/a,2
2021,March,1472,Cermaq Canada,West Side,49.27928,-125.83065,Clayoquot Sound,Routine monitoring,2021-03-07,3,1.4833,0.6167,0.0667,0.05,n/a,2
2021,March,1472,Cermaq Canada,West Side,49.27928,-125.83065,Clayoquot Sound,Routine monitoring,n/a,0,n/a,n/a,n/a,n/a,Count(s) not required (harvesting),2
2021,March,1300,MOWI Canada West,Althorpe,50.47531,-125.80975,Discovery Islands,Routine monitoring,2021-03-01,3,0.2833,0.1,0.0333,0.65,n/a,1
2021,March,1300,MOWI Canada West,Althorpe,50.47531,-125.80975,Discovery Islands,Post in-feed treatment,2021-03-08,7,0.2357,0.1214,0.0714,0.0857,n/a,1
2021,March,1300,MOWI Canada West,Althorpe,50.47531,-125.80975,Discovery Islands,Routine monitoring,2021-03-15,3,0.3333,0.1,0.1667,0.4167,n/a,1
2021,March,1300,MOWI Canada West,Althorpe,50.47531,-125.80975,Discovery Islands,Routine monitoring,2021-03-23,2,0.4,0.075,0.325,0.1,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement",1
2021,March,1300,MOWI Canada West,Althorpe,50.47531,-125.80975,Discovery Islands,Routine monitoring,2021-03-29,3,0.2167,0.1,0.0333,0.3167,n/a,1
2021,March,1401,Cermaq Canada,Brent Island,50.28613,-125.34917,Discovery Islands,Routine monitoring,n/a,0,n/a,n/a,n/a,n/a,Fallow,n/a
2021,March,790,MOWI Canada West,Chancellor Channel,50.41723,-125.66284,Discovery Islands,Post mechanical removal or bath treatment,2021-03-03,5,0.41,0.29,0,0.24,Non-medicinal bath treatment; Sampling results and methodology reviewed; Follow-up actions taken,2
2021,March,790,MOWI Canada West,Chancellor Channel,50.41723,-125.66284,Discovery Islands,Routine monitoring,2021-03-14,3,0.2667,0.1833,0,0.05,n/a,2
2021,March,790,MOWI Canada West,Chancellor Channel,50.41723,-125.66284,Discovery Islands,Routine monitoring,2021-03-22,2,0.375,0.25,0.225,0.05,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement",2
2021,March,790,MOWI Canada West,Chancellor Channel,50.41723,-125.66284,Discovery Islands,Routine monitoring,2021-03-28,3,0.7667,0.5833,0.5833,0.2333,n/a,2
2021,March,1581,MOWI Canada West,Hardwicke,50.41339,-125.76974,Discovery Islands,Routine monitoring,2021-03-02,3,1.4333,0.2167,2.25,0.8167,n/a,2
2021,March,1581,MOWI Canada West,Hardwicke,50.41339,-125.76974,Discovery Islands,Threshold exceedance; Pre-treatment,2021-03-09,10,5.555,1.8,5.17,0.87,Management action planned (Non-medicinal bath treatment),2
2021,March,1581,MOWI Canada West,Hardwicke,50.41339,-125.76974,Discovery Islands,Post mechanical removal or bath treatment,2021-03-15,9,0.3722,0.1944,0.0056,0.0056,Non-medicinal bath treatment,2
2021,March,1581,MOWI Canada West,Hardwicke,50.41339,-125.76974,Discovery Islands,Routine monitoring,2021-03-30,3,0.4833,0.2667,0,0.1167,n/a,2
2021,March,78,MOWI Canada West,Phillips Arm,50.48825,-125.35658,Discovery Islands,Routine monitoring,n/a,0,n/a,n/a,n/a,n/a,Fallow,n/a
2021,March,304,Cermaq Canada,Raza Island,50.32159,-125.00882,Discovery Islands,Routine monitoring,2021-03-07,3,1.7,1.2833,0,0,n/a,2
2021,March,304,Cermaq Canada,Raza Island,50.32159,-125.00882,Discovery Islands,Routine monitoring,2021-03-14,4,2.375,1.225,0.0375,0.0125,n/a,2
2021,March,304,Cermaq Canada,Raza Island,50.32159,-125.00882,Discovery Islands,Routine monitoring,2021-03-21,3,1.8,1.1833,0,0.05,n/a,2
2021,March,304,Cermaq Canada,Raza Island,50.32159,-125.00882,Discovery Islands,Routine monitoring,2021-03-28,3,2.1333,1.0833,0.1333,0.0167,n/a,2
2021,March,1136,MOWI Canada West,Shaw Point,50.48527,-125.88981,Discovery Islands,Routine monitoring,2021-03-02,3,1.3167,0.4333,2.2667,0.2167,n/a,Brood
2021,March,1136,MOWI Canada West,Shaw Point,50.48527,-125.88981,Discovery Islands,Threshold exceedance; Pre-treatment,2021-03-23,11,7.4,1.7864,3.5545,1.6182,Management action planned (Non-medicinal bath treatment),Brood
2021,March,1863,Grieg Seafood BC,Esperanza,49.87814,-126.76145,Esperanza Inlet,Routine monitoring,2021-03-03,3,0.9167,0.1333,0.0667,0.0167,n/a,2
2021,March,1863,Grieg Seafood BC,Esperanza,49.87814,-126.76145,Esperanza Inlet,Routine monitoring,2021-03-10,3,2,0.0333,0.2833,0.0167,n/a,2
2021,March,1863,Grieg Seafood BC,Esperanza,49.87814,-126.76145,Esperanza Inlet,Pre-treatment,2021-03-13,13,2.8462,0.8808,0.2962,0.0115,Management action planned (Mechanical removal treatment),2
2021,March,1863,Grieg Seafood BC,Esperanza,49.87814,-126.76145,Esperanza Inlet,Post mechanical removal or bath treatment,2021-03-20,9,0.4444,0.1333,0.0278,0.0056,Mechanical removal treatment,2
2021,March,1862,Grieg Seafood BC,Hecate,49.86799,-126.7573,Esperanza Inlet,Routine monitoring,2021-03-06,3,0.3,0.05,0.0167,0.0167,n/a,2
2021,March,1862,Grieg Seafood BC,Hecate,49.86799,-126.7573,Esperanza Inlet,Routine monitoring,2021-03-13,4,2.95,0.4875,0.3875,0,n/a,2
2021,March,1862,Grieg Seafood BC,Hecate,49.86799,-126.7573,Esperanza Inlet,Threshold exceedance; Pre-treatment,2021-03-20,10,3.105,1.295,0.04,0,Management action planned (Mechanical removal treatment); Management action planned (Medicinal bath treatment),2
2021,March,1862,Grieg Seafood BC,Hecate,49.86799,-126.7573,Esperanza Inlet,Post mechanical removal or bath treatment,2021-03-27,9,0.3333,0.1222,0.0222,0,Mechanical removal treatment; Medicinal bath treatment,2
2021,March,1079,Grieg Seafood BC,Steamer,49.88761,-126.79088,Esperanza Inlet,Routine monitoring,2021-03-04,3,0.2,0.15,0,0,n/a,2
2021,March,1079,Grieg Seafood BC,Steamer,49.88761,-126.79088,Esperanza Inlet,Routine monitoring,2021-03-12,3,0.0833,0.0167,0,0,n/a,2
2021,March,1079,Grieg Seafood BC,Steamer,49.88761,-126.79088,Esperanza Inlet,Routine monitoring,2021-03-16,7,0.1714,0.15,0,0,n/a,2
2021,March,1079,Grieg Seafood BC,Steamer,49.88761,-126.79088,Esperanza Inlet,Routine monitoring,2021-03-26,3,0.1333,0.0833,0.0333,0,n/a,2
2021,March,1738,Grieg Seafood BC,Atrevida,49.65603,-126.45404,Nootka Sound,Routine monitoring,2021-03-01,3,0.0333,0,0.0333,3.75,n/a,1
2021,March,1738,Grieg Seafood BC,Atrevida,49.65603,-126.45404,Nootka Sound,Routine monitoring,2021-03-08,3,0.05,0,0.3833,6.6333,n/a,1
2021,March,1738,Grieg Seafood BC,Atrevida,49.65603,-126.45404,Nootka Sound,Routine monitoring,2021-03-15,3,0.2,0,0.0167,2.9167,n/a,1
2021,March,1738,Grieg Seafood BC,Atrevida,49.65603,-126.45404,Nootka Sound,Routine monitoring,2021-03-22,3,0.3333,0.0333,0,2.5833,n/a,1
2021,March,1738,Grieg Seafood BC,Atrevida,49.65603,-126.45404,Nootka Sound,Routine monitoring,2021-03-29,3,0.2,0.1667,0.3667,4.0833,n/a,1
2021,March,1789,Grieg Seafood BC,Concepcion,49.65923,-126.47587,Nootka Sound,Routine monitoring,2021-03-13,2,0.15,0.1,0,0.475,Sampling methodology does not meet requirements outlined in licence conditions (<4 pens),1
2021,March,1789,Grieg Seafood BC,Concepcion,49.65923,-126.47587,Nootka Sound,Routine monitoring,2021-03-19,2,0,0,0.475,0.425,Sampling methodology does not meet requirements outlined in licence conditions (<4 pens),1
2021,March,1789,Grieg Seafood BC,Concepcion,49.65923,-126.47587,Nootka Sound,Routine monitoring,2021-03-26,2,0.125,0,0,0.475,Sampling methodology does not meet requirements outlined in licence conditions (<4 pens),1
2021,March,1762,Grieg Seafood BC,Gore,49.6466,-126.43167,Nootka Sound,Routine monitoring,2021-03-01,3,0,0,0.15,0.2667,n/a,1
2021,March,1762,Grieg Seafood BC,Gore,49.6466,-126.43167,Nootka Sound,Routine monitoring,2021-03-08,3,0.0333,0,0.0833,1.0667,n/a,1
2021,March,1762,Grieg Seafood BC,Gore,49.6466,-126.43167,Nootka Sound,Routine monitoring,2021-03-14,3,0.1167,0,0,1.0667,n/a,1
2021,March,1762,Grieg Seafood BC,Gore,49.6466,-126.43167,Nootka Sound,Routine monitoring,2021-03-22,3,0.0167,0,0.0833,1.95,n/a,1
2021,March,1762,Grieg Seafood BC,Gore,49.6466,-126.43167,Nootka Sound,Routine monitoring,2021-03-29,3,0.1833,0,0,0.85,n/a,1
2021,March,1849,Grieg Seafood BC,Muchalat North,49.64394,-126.33953,Nootka Sound,Routine monitoring,2021-03-02,3,0.5667,0,0,0.8833,n/a,1
2021,March,1849,Grieg Seafood BC,Muchalat North,49.64394,-126.33953,Nootka Sound,Routine monitoring,2021-03-10,3,0.3667,0,0,0.5833,n/a,1
2021,March,1849,Grieg Seafood BC,Muchalat North,49.64394,-126.33953,Nootka Sound,Routine monitoring,2021-03-16,3,0.9833,0,0,0.7167,n/a,1
2021,March,1849,Grieg Seafood BC,Muchalat North,49.64394,-126.33953,Nootka Sound,Routine monitoring,2021-03-24,3,0.0167,0,0.35,0,n/a,1
2021,March,1849,Grieg Seafood BC,Muchalat North,49.64394,-126.33953,Nootka Sound,Routine monitoring,2021-03-30,3,0.0333,0.0167,0.5333,0,n/a,1
2021,March,1705,Grieg Seafood BC,Williamson,49.65623,-126.42849,Nootka Sound,Routine monitoring,2021-03-04,3,0.1,0,0.9167,0,n/a,1
2021,March,1705,Grieg Seafood BC,Williamson,49.65623,-126.42849,Nootka Sound,Routine monitoring,2021-03-11,3,0.25,0,0.2667,0.6667,n/a,1
2021,March,1705,Grieg Seafood BC,Williamson,49.65623,-126.42849,Nootka Sound,Routine monitoring,2021-03-18,3,0.35,0,0.1833,0,n/a,1
2021,March,1705,Grieg Seafood BC,Williamson,49.65623,-126.42849,Nootka Sound,Routine monitoring,2021-03-25,3,0.1167,0,0.2333,0.2833,n/a,1
2021,March,1288,MOWI Canada West,Doyle Island,50.81456,-127.48698,Port Hardy,Routine monitoring,2021-03-02,3,0.4333,0.1667,1.8,0.4167,n/a,2
2021,March,1288,MOWI Canada West,Doyle Island,50.81456,-127.48698,Port Hardy,Routine monitoring,2021-03-09,3,1.6,0.4333,4.1167,1.5,n/a,2
2021,March,1288,MOWI Canada West,Doyle Island,50.81456,-127.48698,Port Hardy,Routine monitoring,2021-03-15,3,0.5167,0.2,1.05,0.5333,n/a,2
2021,March,1288,MOWI Canada West,Doyle Island,50.81456,-127.48698,Port Hardy,Threshold exceedance; Pre-treatment,2021-03-22,8,3.4938,1.5875,4.4188,1.0813,Management action planned (In-feed treatment),2
2021,March,1288,MOWI Canada West,Doyle Island,50.81456,-127.48698,Port Hardy,Routine monitoring,2021-03-30,2,4.675,2.025,0.7,1.15,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement",2
2021,March,1293,MOWI Canada West,Duncan Island,50.8195,-127.55568,Port Hardy,Pre-treatment,2021-03-01,4,6.825,2.25,8.8125,2.325,Medicinal bath treatment; Sampling results and methodology reviewed; Follow-up actions taken,2
2021,March,1293,MOWI Canada West,Duncan Island,50.8195,-127.55568,Port Hardy,Follow-up,2021-03-06,7,2.3143,1.0571,1.15,0.6786,n/a,2
2021,March,1293,MOWI Canada West,Duncan Island,50.8195,-127.55568,Port Hardy,Post mechanical removal or bath treatment,2021-03-10,3,0.15,0.0667,0.7,0.2,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement",2
2021,March,1293,MOWI Canada West,Duncan Island,50.8195,-127.55568,Port Hardy,Pre-treatment,2021-03-19,11,2.6227,1.2591,1.0773,0.2682,Management action planned (In-feed treatment),2
2021,March,7053,MOWI Canada West,Ghi ya,50.90078,-127.93638,Port Hardy,Routine monitoring,2021-03-02,3,2.1333,1.35,1,0.0167,n/a,2
2021,March,7053,MOWI Canada West,Ghi ya,50.90078,-127.93638,Port Hardy,Routine monitoring,2021-03-08,2,1.825,1.325,0.45,0.25,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement",2
2021,March,7053,MOWI Canada West,Ghi ya,50.90078,-127.93638,Port Hardy,Routine monitoring,2021-03-15,3,2.9833,1.7167,0.2,0,n/a,2
2021,March,7053,MOWI Canada West,Ghi ya,50.90078,-127.93638,Port Hardy,Routine monitoring,2021-03-23,2,2.8,1.775,0.2,0.15,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement",2
2021,March,7053,MOWI Canada West,Ghi ya,50.90078,-127.93638,Port Hardy,Threshold exceedance,2021-03-31,3,3.6167,1.4,0.3333,0.1833,Harvest pending,2
2021,March,1351,MOWI Canada West,Marsh Bay,50.90567,-127.34239,Port Hardy,Routine monitoring,n/a,0,n/a,n/a,n/a,n/a,Fallow,n/a
2021,March,1350,MOWI Canada West,Shelter Bay,50.96555,-127.45345,Port Hardy,Routine monitoring,n/a,0,n/a,n/a,n/a,n/a,Count(s) not required (harvesting),2
2021,March,1350,MOWI Canada West,Shelter Bay,50.96555,-127.45345,Port Hardy,Routine monitoring,n/a,0,n/a,n/a,n/a,n/a,Fallow,2
2021,March,831,MOWI Canada West,Shelter Pass,50.88414,-127.5004,Port Hardy,Routine monitoring,2021-03-01,4,1.1,0.175,1.425,0.7125,n/a,1
2021,March,831,MOWI Canada West,Shelter Pass,50.88414,-127.5004,Port Hardy,Routine monitoring,2021-03-14,3,0.95,0.35,1.65,0.7167,n/a,1
2021,March,831,MOWI Canada West,Shelter Pass,50.88414,-127.5004,Port Hardy,Routine monitoring,2021-03-16,3,1.6333,0.45,0.5,0.5333,n/a,1
2021,March,831,MOWI Canada West,Shelter Pass,50.88414,-127.5004,Port Hardy,Routine monitoring,2021-03-27,3,0.8833,0.3,1.45,0.8,n/a,1
2021,March,831,MOWI Canada West,Shelter Pass,50.88414,-127.5004,Port Hardy,Routine monitoring,2021-03-31,3,1.8167,0.45,1.3667,0.6167,n/a,1
2021,March,144,MOWI Canada West,Koskimo,50.45861,-127.88988,Quatsino Sound,Routine monitoring,2021-03-01,3,0.25,0.0667,5.7833,1.5167,n/a,1
2021,March,144,MOWI Canada West,Koskimo,50.45861,-127.88988,Quatsino Sound,Routine monitoring,2021-03-10,2,0.225,0.075,4.75,1.6,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement",1
2021,March,144,MOWI Canada West,Koskimo,50.45861,-127.88988,Quatsino Sound,Routine monitoring,2021-03-17,2,0.175,0.025,5.55,2.225,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement",1
2021,March,144,MOWI Canada West,Koskimo,50.45861,-127.88988,Quatsino Sound,Routine monitoring,2021-03-23,2,0.275,0.1,8.05,2,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement",1
2021,March,144,MOWI Canada West,Koskimo,50.45861,-127.88988,Quatsino Sound,Routine monitoring,2021-03-28,3,0.2833,0.05,9.5667,1.6333,n/a,1
2021,March,1338,MOWI Canada West,Mahatta East,50.474562,-127.787808,Quatsino Sound,Routine monitoring,2021-03-02,3,0.25,0.0333,0.2,0.6667,n/a,1
2021,March,1338,MOWI Canada West,Mahatta East,50.474562,-127.787808,Quatsino Sound,Routine monitoring,2021-03-09,3,0.1667,0.0667,2.35,1.5667,n/a,1
2021,March,1338,MOWI Canada West,Mahatta East,50.474562,-127.787808,Quatsino Sound,Routine monitoring,2021-03-17,2,0.175,0,4.975,1.7,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement",1
2021,March,1338,MOWI Canada West,Mahatta East,50.474562,-127.787808,Quatsino Sound,Routine monitoring,2021-03-23,3,0.1667,0.05,4.1833,2.0667,n/a,1
2021,March,1338,MOWI Canada West,Mahatta East,50.474562,-127.787808,Quatsino Sound,Routine monitoring,2021-03-31,2,0.4,0.125,1.625,0.85,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement",1
2021,March,1238,MOWI Canada West,Mahatta West,50.4691416,-127.835771,Quatsino Sound,Routine monitoring,2021-03-02,3,0.2833,0.1,1.75,1.5833,n/a,1
2021,March,1238,MOWI Canada West,Mahatta West,50.4691416,-127.835771,Quatsino Sound,Routine monitoring,2021-03-09,3,0.3333,0.1333,9.8333,3.4,n/a,1
2021,March,1238,MOWI Canada West,Mahatta West,50.4691416,-127.835771,Quatsino Sound,Routine monitoring,2021-03-17,2,0.825,0.25,2.95,1.275,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement",1
2021,March,1238,MOWI Canada West,Mahatta West,50.4691416,-127.835771,Quatsino Sound,Routine monitoring,2021-03-23,3,0.4667,0.2,9.35,7.4,n/a,1
2021,March,1238,MOWI Canada West,Mahatta West,50.4691416,-127.835771,Quatsino Sound,Routine monitoring,2021-03-30,2,0.6,0.175,8.55,7.2,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement",1
2021,March,1237,MOWI Canada West,Monday Rocks,50.485621,-127.8761792,Quatsino Sound,Routine monitoring,2021-03-02,3,0.5833,0.1833,4.0667,1.4833,n/a,1
2021,March,1237,MOWI Canada West,Monday Rocks,50.485621,-127.8761792,Quatsino Sound,Routine monitoring,2021-03-08,2,0.6,0.15,5,3.6,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement",1
2021,March,1237,MOWI Canada West,Monday Rocks,50.485621,-127.8761792,Quatsino Sound,Routine monitoring,2021-03-15,3,0.8333,0.1167,9.9333,3.5,n/a,1
2021,March,1237,MOWI Canada West,Monday Rocks,50.485621,-127.8761792,Quatsino Sound,Routine monitoring,2021-03-22,2,0.875,0.35,6.85,4.85,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement",1
2021,March,1237,MOWI Canada West,Monday Rocks,50.485621,-127.8761792,Quatsino Sound,Routine monitoring,2021-03-29,3,1.1167,0.35,29.85,13.7667,n/a,1
2021,March,303,MOWI Canada West,Glacial Creek,50.01008,-123.90241,Sunshine Coast,Routine monitoring,2021-03-20,3,2.3833,1.5167,1.0833,1.1167,n/a,Brood
2021,March,303,MOWI Canada West,Glacial Creek,50.01008,-123.90241,Sunshine Coast,Routine monitoring,n/a,0,n/a,n/a,n/a,n/a,Count(s) not required (broodstock in spawning year),Brood
2021,March,221,Grieg Seafood BC,Vantage,49.67226,-123.86019,Sunshine Coast,Routine monitoring,n/a,0,n/a,n/a,n/a,n/a,Count(s) not required (<4 pens),1
2021,April,819,Cermaq Canada,Cecil Island,50.85123,-126.71498,Broughton Archipelago,Routine monitoring,2021-04-08,3,0.1333,0,0.0833,0.3167,n/a,1
2021,April,819,Cermaq Canada,Cecil Island,50.85123,-126.71498,Broughton Archipelago,Routine monitoring,2021-04-14,3,0.2,0,0.0667,0.5167,n/a,1
2021,April,819,Cermaq Canada,Cecil Island,50.85123,-126.71498,Broughton Archipelago,Routine monitoring,2021-04-20,3,0,0,0.0333,0.05,n/a,1
2021,April,819,Cermaq Canada,Cecil Island,50.85123,-126.71498,Broughton Archipelago,Routine monitoring,2021-04-27,3,0.15,0.0167,0.0667,0.1,n/a,1
2021,April,458,Cermaq Canada,Cypress Harbour,50.83772,-126.66313,Broughton Archipelago,Routine monitoring,2021-04-06,3,0.4,0.1833,0.0667,0.0333,n/a,Brood
2021,April,458,Cermaq Canada,Cypress Harbour,50.83772,-126.66313,Broughton Archipelago,Routine monitoring,2021-04-13,2,0.675,0.25,0.025,0.45,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement",Brood
2021,April,458,Cermaq Canada,Cypress Harbour,50.83772,-126.66313,Broughton Archipelago,Routine monitoring,2021-04-17,3,0.6833,0.25,0.0167,0.1833,n/a,Brood
2021,April,458,Cermaq Canada,Cypress Harbour,50.83772,-126.66313,Broughton Archipelago,Routine monitoring,2021-04-25,3,0.1333,0.1333,0.0333,0.1667,n/a,Brood
2021,April,1586,MOWI Canada West,Doctor Islets,50.65373,-126.28925,Broughton Archipelago,Routine monitoring,2021-04-07,3,0.6,0.3,0.05,0.0333,n/a,1
2021,April,1586,MOWI Canada West,Doctor Islets,50.65373,-126.28925,Broughton Archipelago,Routine monitoring,2021-04-13,3,0.4833,0.1667,0.1167,0,n/a,1
2021,April,1586,MOWI Canada West,Doctor Islets,50.65373,-126.28925,Broughton Archipelago,Routine monitoring,2021-04-24,3,0.3167,0.25,0.05,0,n/a,2
2021,April,1586,MOWI Canada West,Doctor Islets,50.65373,-126.28925,Broughton Archipelago,Routine monitoring,2021-04-30,2,0.65,0.275,0.5,0,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement",2
2021,April,143,MOWI Canada West,Larsen Island,50.60175,-126.63284,Broughton Archipelago,Routine monitoring,2021-04-06,3,1.3,0.1167,3.4833,0.9,n/a,1
2021,April,143,MOWI Canada West,Larsen Island,50.60175,-126.63284,Broughton Archipelago,Pre-treatment,2021-04-14,12,1.8,0.3833,2.35,1.3292,In-feed treatment,1
2021,April,143,MOWI Canada West,Larsen Island,50.60175,-126.63284,Broughton Archipelago,Routine monitoring,2021-04-23,3,1.0333,0.3833,2.2667,1.7333,n/a,1
2021,April,143,MOWI Canada West,Larsen Island,50.60175,-126.63284,Broughton Archipelago,Routine monitoring,2021-04-28,3,1.8833,0.45,2.8167,1.1333,n/a,1
2021,April,869,Cermaq Canada,Maude Island,50.85271,-126.75743,Broughton Archipelago,Routine monitoring,2021-04-04,2,0.35,0.225,0,0,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement",2
2021,April,869,Cermaq Canada,Maude Island,50.85271,-126.75743,Broughton Archipelago,Routine monitoring,2021-04-08,3,0.5,0.1833,0,0,n/a,2
2021,April,869,Cermaq Canada,Maude Island,50.85271,-126.75743,Broughton Archipelago,Routine monitoring,2021-04-11,3,1.2667,0.6167,0,0.05,n/a,2
2021,April,869,Cermaq Canada,Maude Island,50.85271,-126.75743,Broughton Archipelago,Routine monitoring,2021-04-17,10,0.665,0.355,0,0.015,n/a,2
2021,April,869,Cermaq Canada,Maude Island,50.85271,-126.75743,Broughton Archipelago,Routine monitoring,2021-04-25,3,1.05,0.6167,0,0,n/a,2
2021,April,1825,Grieg Seafood BC,Noo-la,50.60799,-126.36301,Broughton Archipelago,Routine monitoring,2021-04-02,3,0.8167,0.35,0,0.0167,n/a,2
2021,April,1825,Grieg Seafood BC,Noo-la,50.60799,-126.36301,Broughton Archipelago,Routine monitoring,2021-04-08,3,0.8667,0.55,0,0.05,n/a,2
2021,April,1825,Grieg Seafood BC,Noo-la,50.60799,-126.36301,Broughton Archipelago,Routine monitoring,2021-04-14,3,0.8667,0.3667,0.05,0,n/a,2
2021,April,1825,Grieg Seafood BC,Noo-la,50.60799,-126.36301,Broughton Archipelago,Pre-treatment,2021-04-18,9,0.9278,0.5167,0.0722,0.0611,Medicinal bath treatment,2
2021,April,1825,Grieg Seafood BC,Noo-la,50.60799,-126.36301,Broughton Archipelago,Routine monitoring,2021-04-23,3,1.1833,0.5167,0.0333,0.0333,n/a,2
2021,April,1825,Grieg Seafood BC,Noo-la,50.60799,-126.36301,Broughton Archipelago,Post mechanical removal or bath treatment,2021-04-24,9,0.0778,0.0367,0.0178,0.0333,n/a,2
2021,April,141,MOWI Canada West,Port Elizabeth,50.67099,-126.47653,Broughton Archipelago,Routine monitoring,2021-04-01,2,0.625,0.15,0.925,0.05,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement",1
2021,April,141,MOWI Canada West,Port Elizabeth,50.67099,-126.47653,Broughton Archipelago,Routine monitoring,2021-04-06,3,0.55,0.1,0.85,0.2333,n/a,1
2021,April,141,MOWI Canada West,Port Elizabeth,50.67099,-126.47653,Broughton Archipelago,Routine monitoring,2021-04-13,3,1.1167,0.2167,0.1667,0.2667,n/a,1
