facility_id,year,month,day,fish_selected,num_pens_sampled,chalimus_ab,lep_motile_ab,lep_af_ab,cal_motile_ab,sample_type,comments
7,2021,7,5.0,,3,0.0,0.1833,0.05,0.0,Routine monitoring,
7,2021,7,18.0,,3,0.0,0.7,0.3,0.0,Routine monitoring,
37,2021,7,3.0,,3,0.0,0.1,0.0333,0.0,Routine monitoring,
37,2021,7,17.0,,3,0.0,0.1833,0.0333,0.0,Routine monitoring,
37,2021,7,31.0,,3,0.0,1.4333,0.65,0.5667,Routine monitoring,
72,2021,7,2.0,,3,0.0,0.05,0.0333,0.0,Routine monitoring,
72,2021,7,16.0,,3,0.15,0.1667,0.0667,0.1333,Routine monitoring,
72,2021,7,30.0,,4,0.0125,0.85,0.5125,0.1625,Routine monitoring,
108,2021,7,8.0,,3,0.0167,0.1,0.0,0.0,Routine monitoring,
108,2021,7,22.0,,3,0.1,0.3833,0.05,0.0,Routine monitoring,
174,2021,7,1.0,,3,0.0,0.1,0.05,0.0,Routine monitoring,
174,2021,7,8.0,,3,0.0,0.0833,0.0,0.0,Routine monitoring,
174,2021,7,15.0,,3,0.0167,0.1667,0.05,0.0,Routine monitoring,
174,2021,7,22.0,,3,0.0,0.5333,0.15,0.0,Routine monitoring,
174,2021,7,29.0,,6,0.016666667,0.641666667,0.341666667,0.0,Routine monitoring,
52,2021,7,4.0,,3,0.8333,2.3333,1.2167,0.0,Routine monitoring,
52,2021,7,13.0,,3,3.0333,2.2833,0.9333,0.1667,Routine monitoring,
52,2021,7,18.0,,3,1.8333,2.5833,1.4333,1.15,Routine monitoring,
52,2021,7,26.0,,3,8.75,7.3,3.15,1.2167,Threshold exceedance,Harvesting
53,2021,7,2.0,,3,0.0,0.8333,0.3,0.0,Routine monitoring,
53,2021,7,16.0,,3,0.0,0.6333,0.2833,0.0667,Routine monitoring,
53,2021,7,19.0,,3,5.2667,4.55,1.55,0.3667,Threshold exceedance,Harvesting
53,2021,7,30.0,,3,1.4,2.25,1.0667,0.0833,Routine monitoring,Harvesting
102,2021,7,20.0,,10,0.365,0.08,0.02,0.08,Post mechanical removal or bath treatment,
102,2021,7,30.0,,3,0.3333,0.05,0.0,0.1,Routine monitoring,
144,2021,7,1.0,,3,3.0667,1.6333,0.4833,1.2833,Routine monitoring,
144,2021,7,6.0,,3,4.85,2.3167,0.6,3.3333,Routine monitoring,
144,2021,7,15.0,,3,1.9,1.8333,0.6833,0.95,Routine monitoring,
144,2021,7,18.0,,2,2.675,3.625,1.35,0.075,Routine monitoring,"Management action planned (Non-medicinal bath treatment); Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement"
144,2021,7,25.0,,5,3.99,4.03,1.44,0.94,Threshold exceedance,Management action planned (Non-medicinal bath treatment)
88,2021,7,7.0,,2,0.4,0.55,0.25,0.425,Routine monitoring,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement"
88,2021,7,15.0,,3,0.1333,0.2333,0.0833,0.0,Routine monitoring,
88,2021,7,22.0,,12,0.0083,0.2583,0.1333,0.1292,Follow-up,
88,2021,7,27.0,,3,0.0833,0.3667,0.0667,0.1,Routine monitoring,
99,2021,7,5.0,,2,0.5,1.1,0.35,0.4,Routine monitoring,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement"
99,2021,7,12.0,,3,0.0833,0.15,0.0833,0.0667,Routine monitoring,
99,2021,7,19.0,,3,0.0833,0.15,0.05,0.0167,Routine monitoring,
99,2021,7,23.0,,12,0.0042,0.1417,0.0458,0.0333,Post in-feed treatment,
99,2021,7,28.0,,3,0.0,0.1667,0.0833,0.0,Routine monitoring,
100,2021,7,6.0,,2,1.175,0.4,0.175,1.2,Routine monitoring,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement"
100,2021,7,13.0,,3,0.1167,0.2167,0.1,0.1833,Routine monitoring,
100,2021,7,20.0,,2,0.175,0.15,0.05,0.275,Routine monitoring,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement"
100,2021,7,25.0,,12,0.0042,0.2,0.0875,0.0458,Post in-feed treatment,
107,2021,7,5.0,,3,1.3333,0.8333,0.1667,0.6667,Routine monitoring,
107,2021,7,12.0,,2,0.425,0.75,0.3,0.3,Routine monitoring,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement"
107,2021,7,19.0,,10,0.03,0.29,0.16,0.075,Follow-up,
107,2021,7,30.0,,2,0.0,0.0,0.0,0.0,Routine monitoring,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement"
1,2021,7,9.0,,3,0.1,0.05,0.0167,0.05,Routine monitoring,
1,2021,7,22.0,,3,0.3,0.1833,0.0,0.0,Routine monitoring,
44,2021,7,16.0,,3,0.2333,0.3167,0.0,0.0,Routine monitoring,
135,2021,7,7.0,,3,0.0,0.0333,0.0,0.0333,Routine monitoring,
135,2021,7,17.0,,3,0.0,0.0167,0.0,0.0167,Routine monitoring,
135,2021,7,27.0,,3,0.0,0.0,0.0,0.0167,Routine monitoring,
59,2021,7,10.0,,2,0.0,0.025,0.0,0.0,Routine monitoring,Sampling methodology does not meet requirements outlined in licence conditions (<4 pens)
59,2021,7,24.0,,2,0.0,0.025,0.0,0.0,Routine monitoring,Sampling methodology does not meet requirements outlined in licence conditions (<4 pens)
165,2021,7,10.0,,3,0.0,0.3,0.1333,0.0167,Routine monitoring,
165,2021,7,18.0,,3,0.0667,0.0667,0.0,0.0333,Routine monitoring,
27,2021,8,3.0,,3,0.0333,0.1,0.0167,0.0,Routine monitoring,
45,2021,8,1.0,,3,0.3667,0.3833,0.2333,0.0,Routine monitoring,
45,2021,8,10.0,,3,0.0,0.2167,0.1333,0.0,Routine monitoring,
45,2021,8,18.0,,3,0.0,0.6167,0.3167,0.0833,Routine monitoring,
45,2021,8,29.0,,3,0.0167,0.3167,0.2167,0.1,Routine monitoring,
51,2021,8,1.0,,4,0.0125,0.9875,0.375,0.0,Routine monitoring,
51,2021,8,14.0,,3,0.0,1.3333,0.8333,0.0,Routine monitoring,
51,2021,8,19.0,,2,0.025,1.9,1.375,0.0,Routine monitoring,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement"
51,2021,8,27.0,,3,0.0,0.6667,0.3667,0.0333,Routine monitoring,
79,2021,8,5.0,,2,0.0,0.65,0.15,0.0,Routine monitoring,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement"
79,2021,8,12.0,,3,0.0,0.5,0.1833,0.0,Routine monitoring,
79,2021,8,17.0,,2,0.0,0.475,0.075,0.0,Routine monitoring,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement"
79,2021,8,26.0,,3,0.0,0.2667,0.0333,0.0,Routine monitoring,
91,2021,8,,,0,,,,,Routine monitoring,Fallow
103,2021,8,1.0,,3,0.2333,1.6333,1.0,0.0,Routine monitoring,
103,2021,8,8.0,,3,0.85,0.95,0.95,0.0,Routine monitoring,
103,2021,8,15.0,,3,0.0,1.2833,0.9333,0.0,Routine monitoring,
103,2021,8,23.0,,3,0.3167,1.05,1.05,0.0,Routine monitoring,
103,2021,8,29.0,,3,0.0,1.55,1.0167,0.0,Routine monitoring,
105,2021,8,9.0,,10,1.595,3.735,1.7,0.595,Pre-treatment,Mechanical removal treatment
105,2021,8,11.0,,10,0.244,0.874,0.514,0.052,Post mechanical removal or bath treatment,
105,2021,8,26.0,,2,1.85,1.3,0.425,0.275,Routine monitoring,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement"
105,2021,8,31.0,,2,1.95,1.75,0.6,0.35,Routine monitoring,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement"
113,2021,8,6.0,,3,0.0,3.4167,2.0833,0.0,Threshold exceedance,Management action planned (Medicinal bath treatment)
140,2021,8,5.0,,2,0.0,0.05,0.0,0.0,Routine monitoring,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement"
140,2021,8,12.0,,3,0.0,0.0667,0.0,0.0,Routine monitoring,
140,2021,8,18.0,,2,0.0,0.125,0.025,0.0,Routine monitoring,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement"
140,2021,8,24.0,,3,0.0,0.2,0.0333,0.0,Routine monitoring,
145,2021,8,3.0,,6,0.1167,2.4917,1.3417,0.175,Routine monitoring,
145,2021,8,15.0,,3,0.1,4.7667,3.3167,0.1,Threshold exceedance,Management action planned (Mechanical removal treatment)
145,2021,8,22.0,,3,0.15,2.4333,1.6333,0.0333,Follow-up,Management action planned (Mechanical removal treatment)
145,2021,8,29.0,,3,0.0667,3.6833,2.6833,0.1167,Follow-up,Management action planned (Mechanical removal treatment)
146,2021,8,10.0,,3,0.0,0.0,0.0,0.0,Routine monitoring,
146,2021,8,15.0,,3,0.0,0.0333,0.0,0.0167,Routine monitoring,
146,2021,8,22.0,,3,0.0,0.0833,0.0667,0.0,Routine monitoring,
146,2021,8,29.0,,3,0.0,0.0833,0.0333,0.0,Routine monitoring,
156,2021,8,3.0,,6,0.458333333,1.541666667,0.35,0.45,Routine monitoring,
156,2021,8,10.0,,2,0.25,1.4,0.55,0.125,Routine monitoring,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement"
156,2021,8,16.0,,3,0.3,1.8333,0.5167,0.1167,Routine monitoring,
156,2021,8,23.0,,2,0.775,1.725,0.55,0.175,Routine monitoring,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement"
156,2021,8,31.0,,3,0.5833,1.15,0.3667,0.0167,Routine monitoring,
161,2021,8,4.0,,3,0.0833,0.1167,0.0,0.0,Routine monitoring,
161,2021,8,16.0,,3,0.1167,0.1333,0.0,0.0,Routine monitoring,
161,2021,8,29.0,,3,0.1,0.3,0.0,0.0,Routine monitoring,
168,2021,8,10.0,,3,0.4167,0.6,0.0667,0.0333,Routine monitoring,
168,2021,8,26.0,,3,0.6,0.85,0.0,0.0167,Routine monitoring,
171,2021,8,1.0,,3,0.0333,2.3,1.2833,0.0333,Routine monitoring,
171,2021,8,8.0,,3,0.4333,2.3,1.5333,0.2667,Routine monitoring,
171,2021,8,15.0,,3,0.1333,2.35,1.6,0.0333,Routine monitoring,
171,2021,8,22.0,,3,0.1833,2.9667,1.7167,0.15,Routine monitoring,
171,2021,8,29.0,,3,0.3333,4.2,2.85,0.2833,Threshold exceedance,Harvesting
173,2021,8,1.0,,11,0.0045,1.7727,0.9636,0.0045,Post in-feed treatment,
173,2021,8,12.0,,2,0.0,1.95,1.15,0.0,Routine monitoring,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement"
173,2021,8,19.0,,3,0.0,1.3167,0.9833,0.0,Routine monitoring,
173,2021,8,26.0,,2,0.0,1.75,1.025,0.0,Routine monitoring,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement"
42,2021,8,8.0,,2,5.825,0.35,0.05,0.95,Routine monitoring,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement"
42,2021,8,13.0,,3,4.983333333,1.916666667,0.783333333,1.516666667,Pre-treatment,Medicinal bath treatment
42,2021,8,21.0,,3,1.15,0.666666667,0.1,0.3,Post mechanical removal or bath treatment,
42,2021,8,31.0,,3,0.1667,0.5833,0.1833,0.6167,Routine monitoring,
85,2021,8,6.0,,3,0.0,0.4833,0.2,0.0333,Routine monitoring,
85,2021,8,12.0,,3,0.0,0.3967,0.31,0.0367,Routine monitoring,
85,2021,8,21.0,,3,0.0,0.2333,0.1,0.0,Routine monitoring,
85,2021,8,26.0,,3,0.0,0.1333,0.05,0.0,Routine monitoring,
142,2021,8,4.0,,7,0.1357,0.1214,0.0714,0.0,Post in-feed treatment,
142,2021,8,8.0,,3,0.1333,0.1333,0.0667,0.0,Routine monitoring,
142,2021,8,16.0,,3,0.0,0.2,0.1333,0.0,Routine monitoring,
142,2021,8,24.0,,3,0.0,0.0667,0.05,0.0,Routine monitoring,
142,2021,8,31.0,,3,0.0,0.1833,0.15,0.0,Routine monitoring,
12,2021,8,8.0,,3,0.35,1.9,0.75,0.05,Routine monitoring,
12,2021,8,15.0,,3,0.3167,1.45,0.95,0.15,Routine monitoring,
12,2021,8,22.0,,3,0.4167,2.75,1.9167,0.6333,Routine monitoring,
12,2021,8,29.0,,5,0.33,4.5,2.43,0.06,Threshold exceedance,Management action planned (Mechanical removal treatment)
50,2021,8,10.0,,5,3.24,3.47,1.86,1.4,Threshold exceedance,Management action planned (Mechanical removal treatment)
50,2021,8,18.0,,10,1.565,4.655,2.745,1.19,Pre-treatment; Follow-up,Mechanical removal treatment
50,2021,8,19.0,,10,0.725,0.455,0.25,0.03,Post mechanical removal or bath treatment,
50,2021,8,29.0,,3,1.35,2.95,1.3333,1.3,Routine monitoring,
106,2021,8,9.0,,2,0.3,12.925,4.25,0.575,Threshold exceedance,Management action planned (Mechanical removal treatment); Sampling methodology does not meet requirements outlined in licence conditions (extenuating circumstances)
106,2021,8,18.0,,2,4.25,15.875,10.15,2.425,Follow-up,Management action planned (Mechanical removal treatment); Sampling methodology does not meet requirements outlined in licence conditions (extenuating circumstances)
106,2021,8,23.0,,5,1.06,18.41,8.99,2.95,Pre-treatment,Mechanical removal treatment
106,2021,8,24.0,,5,0.3,0.82,0.53,0.12,Post mechanical removal or bath treatment,
106,2021,8,31.0,,2,3.975,4.6,1.225,0.8,Threshold exceedance,Management action planned (Mechanical removal treatment); Sampling methodology does not meet requirements outlined in licence conditions (extenuating circumstances)
110,2021,8,1.0,,3,1.5,1.85,0.7333,0.8833,Routine monitoring,
110,2021,8,8.0,,3,0.0,1.7667,0.7833,0.6833,Routine monitoring,
110,2021,8,15.0,,6,0.783333333,2.358333333,1.516666667,0.275,Routine monitoring,
110,2021,8,29.0,,3,0.6833,5.3833,3.3,1.3667,Threshold exceedance,Management action planned (Mechanical removal treatment)
129,2021,8,1.0,,3,2.0,0.5333,0.35,0.2167,Routine monitoring,
129,2021,8,8.0,,3,2.3333,2.3667,0.5667,1.4333,Routine monitoring,
129,2021,8,15.0,,3,2.3667,1.7167,1.45,1.25,Routine monitoring,
129,2021,8,22.0,,3,0.45,2.6333,1.7333,1.95,Routine monitoring,
134,2021,8,1.0,,3,1.3333,2.1667,1.1,0.7333,Routine monitoring,
134,2021,8,8.0,,3,0.1667,3.0167,1.35,0.8167,Routine monitoring,Management action planned (Mechanical removal treatment)
134,2021,8,13.0,,10,1.295,5.965,2.385,1.13,Threshold exceedance; Pre-treatment,Mechanical removal treatment
134,2021,8,14.0,,10,0.365,0.565,0.31,0.01,Post mechanical removal or bath treatment,
134,2021,8,23.0,,3,0.5667,2.8833,1.1167,0.0333,Routine monitoring,
134,2021,8,29.0,,6,0.4667,4.1667,1.4833,0.7667,Threshold exceedance,Management action planned (Mechanical removal treatment)
139,2021,8,4.0,,11,20.1545,4.9182,3.4318,0.8545,Pre-treatment,Mechanical removal treatment
139,2021,8,5.0,,11,2.1955,0.6591,0.4727,1.4182,Post mechanical removal or bath treatment,
139,2021,8,15.0,,3,7.5833,1.2333,0.6167,3.0833,Routine monitoring,
139,2021,8,22.0,,3,16.2,2.3,1.7167,0.1,Routine monitoring,
139,2021,8,29.0,,11,5.45,5.9955,3.8409,5.8182,Threshold exceedance; Pre-treatment,Mechanical removal treatment
139,2021,8,31.0,,11,0.7318,0.6227,0.7455,0.15,Post mechanical removal or bath treatment,
3,2021,8,2.0,,3,9.5833,4.0667,1.6167,3.9167,Threshold exceedance,
3,2021,8,17.0,,3,15.8833,5.55,2.1333,7.0167,Follow-up,
29,2021,8,,,0,,,,,Routine monitoring,Count(s) not required (harvesting)
73,2021,8,,,0,,,,,Routine monitoring,Fallow
141,2021,8,25.0,,3,18.0667,2.4167,1.05,1.9667,Routine monitoring,
58,2021,8,,,0,,,,,Routine monitoring,Fallow
76,2021,8,,,0,,,,,Routine monitoring,Fallow
152,2021,8,,,0,,,,,Routine monitoring,Fallow
7,2021,8,1.0,,3,0.45,1.6167,0.0,0.0,Routine monitoring,
7,2021,8,15.0,,3,1.1833,2.2167,0.0,0.0333,Routine monitoring,
7,2021,8,23.0,,3,0.0,6.4333,3.3333,0.0,Threshold exceedance,Management action planned (In-feed treatment)
37,2021,8,14.0,,3,0.7833,2.0833,0.0,0.9833,Routine monitoring,
37,2021,8,28.0,,3,1.5167,2.4667,0.0,1.3,Routine monitoring,
72,2021,8,15.0,,3,1.0833,2.55,0.0,0.3833,Routine monitoring,
72,2021,8,26.0,,3,1.7333,3.2,1.6667,0.4167,Threshold exceedance,Management action planned (In-feed treatment)
108,2021,8,5.0,,3,1.1,2.8,0.0,0.0,Routine monitoring,
108,2021,8,19.0,,3,1.5167,2.5333,0.0167,0.1167,Routine monitoring,
174,2021,8,12.0,,3,0.3167,0.6833,0.05,0.0667,Routine monitoring,
174,2021,8,24.0,,3,3.3,5.2333,1.1333,0.6333,Threshold exceedance,Management action planned (In-feed treatment)
52,2021,8,2.0,,3,5.85,5.4,2.2667,0.8167,Follow-up,Harvesting
52,2021,8,9.0,,3,7.0167,10.5167,5.4,1.2833,Follow-up,Harvesting
52,2021,8,18.0,,1,8.8,15.2,8.4,0.4,Routine monitoring,Sampling methodology does not meet requirements outlined in licence conditions (harvesting)
53,2021,8,5.0,,3,2.55,3.5333,1.8833,0.4333,Follow-up,Harvesting
53,2021,8,10.0,,2,1.225,6.1,3.925,0.25,Follow-up,"Harvesting; Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement"
53,2021,8,17.0,,3,1.3667,5.5667,3.6,0.3833,Follow-up,Harvesting
102,2021,8,5.0,,3,23.7867,0.6967,0.0,0.36,Routine monitoring,
102,2021,8,13.0,,3,13.5333,3.7333,0.1,7.0167,Threshold exceedance,Management action planned (Non-medicinal bath treatment)
102,2021,8,19.0,,3,6.0333,5.7333,0.5167,3.5333,Follow-up,Management action planned (Non-medicinal bath treatment)
102,2021,8,26.0,,3,3.8167,9.25,2.0833,7.1167,Follow-up,Management action planned (Non-medicinal bath treatment)
144,2021,8,1.0,,9,3.688888889,3.411111111,1.283333333,1.127777778,Pre-treatment,Non-medicinal bath treatment
144,2021,8,5.0,,9,0.494444444,0.855555556,0.361111111,0.255555556,Post mechanical removal or bath treatment,
144,2021,8,12.0,,5,2.06,2.06,0.7,0.21,Routine monitoring,
144,2021,8,28.0,,2,2.865,3.34,1.5,0.94,Routine monitoring,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement"
88,2021,8,5.0,,2,0.05,0.15,0.1,0.1,Routine monitoring,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement"
88,2021,8,11.0,,3,0.0667,0.2167,0.0333,0.15,Routine monitoring,
88,2021,8,24.0,,3,1.75,0.2667,0.1167,0.45,Routine monitoring,
99,2021,8,3.0,,2,0.025,0.05,0.0,0.0,Routine monitoring,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement"
100,2021,8,4.0,,2,0.1,0.0,0.0,0.075,Routine monitoring,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement"
100,2021,8,10.0,,3,0.0,0.1,0.0333,0.0,Routine monitoring,
107,2021,8,2.0,,3,0.0,0.0667,0.0667,0.0,Routine monitoring,
107,2021,8,11.0,,3,0.71,0.0167,0.0167,0.0367,Routine monitoring,
1,2021,8,8.0,,3,0.0,0.1167,0.0167,0.0,Routine monitoring,
1,2021,8,18.0,,3,0.05,0.0833,0.0,0.0,Routine monitoring,
44,2021,8,13.0,,3,0.0167,0.1833,0.0667,0.0,Routine monitoring,
44,2021,8,28.0,,3,0.0167,0.1833,0.0833,0.0,Routine monitoring,
135,2021,8,14.0,,3,0.0,0.0,0.0,0.0,Routine monitoring,
135,2021,8,28.0,,3,0.0167,0.15,0.0,0.0,Routine monitoring,
59,2021,8,7.0,,2,0.0,0.05,0.0,0.0,Routine monitoring,Sampling methodology does not meet requirements outlined in licence conditions (<4 pens)
59,2021,8,22.0,,2,0.075,0.175,0.0,0.0,Routine monitoring,Sampling methodology does not meet requirements outlined in licence conditions (<4 pens)
165,2021,8,13.0,,3,0.05,0.3333,0.0167,0.0,Routine monitoring,
165,2021,8,24.0,,3,0.2333,0.9,0.2667,0.0333,Routine monitoring,
27,2021,9,,,0,,,,,Routine monitoring,Fallow
45,2021,9,7.0,,3,0.0167,0.2167,0.1167,0.0,Routine monitoring,
45,2021,9,15.0,,3,0.0,0.1833,0.1333,0.1,Routine monitoring,
45,2021,9,27.0,,3,0.0,0.2,0.1667,0.0,Routine monitoring,
51,2021,9,2.0,,2,0.0,1.45,0.95,0.0,Routine monitoring,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement"
51,2021,9,11.0,,3,0.0,0.9333,0.5333,0.0,Routine monitoring,
51,2021,9,16.0,,2,0.0,0.725,0.4,0.0,Routine monitoring,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement"
51,2021,9,26.0,,3,0.0167,0.8833,0.6167,0.0,Routine monitoring,
51,2021,9,30.0,,2,0.075,0.825,0.475,0.0,Routine monitoring,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement"
79,2021,9,2.0,,2,0.025,0.275,0.025,0.0,Routine monitoring,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement"
79,2021,9,9.0,,3,0.0,0.3167,0.0667,0.0,Routine monitoring,
79,2021,9,15.0,,2,0.0,0.625,0.15,0.0,Routine monitoring,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement"
79,2021,9,23.0,,3,0.0,0.55,0.15,0.0,Routine monitoring,
79,2021,9,30.0,,2,0.15,0.325,0.1,0.0,Routine monitoring,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement"
103,2021,9,6.0,,3,0.0,1.7167,1.0667,0.0,Routine monitoring,
103,2021,9,12.0,,3,0.1833,1.2833,1.0333,0.0167,Routine monitoring,
103,2021,9,20.0,,3,0.0,1.1167,0.8167,0.0,Routine monitoring,
103,2021,9,26.0,,3,0.0,1.3167,1.0333,0.0167,Routine monitoring,
105,2021,9,7.0,,2,2.85,2.4,0.425,0.525,Routine monitoring,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement"
105,2021,9,9.0,,10,4.595,3.055,1.035,1.03,Threshold exceedance,Management action planned (Non-medicinal bath treatment)
105,2021,9,21.0,,10,2.54,5.49,1.475,1.105,Follow-up,Management action planned (Non-medicinal bath treatment)
105,2021,9,29.0,,9,7.2778,7.8722,2.3778,1.1944,Pre-treatment,Non-medicinal bath treatment
113,2021,9,18.0,,3,0.05,3.2167,1.8333,0.0167,Follow-up,Management action planned (Medicinal bath treatment)
113,2021,9,23.0,,4,0.0,6.5125,3.225,0.0875,Pre-treatment,Medicinal bath treatment
113,2021,9,27.0,,3,0.0,0.31,0.06,0.0067,Post mechanical removal or bath treatment,
140,2021,9,4.0,,2,0.0,0.025,0.025,0.0,Routine monitoring,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement"
140,2021,9,11.0,,3,0.0233,0.06,0.01,0.0,Routine monitoring,
140,2021,9,17.0,,2,0.0,0.1,0.0,0.0,Routine monitoring,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement"
140,2021,9,24.0,,3,0.0,0.0167,0.0,0.0,Routine monitoring,
140,2021,9,30.0,,2,0.0,0.075,0.025,0.0,Routine monitoring,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement"
145,2021,9,4.0,,8,0.2688,3.5125,2.2375,0.125,Pre-treatment,Mechanical removal treatment
145,2021,9,5.0,,8,0.0063,0.5,0.4063,0.0,Post mechanical removal or bath treatment,
145,2021,9,19.0,,3,0.05,0.4833,0.3333,0.0333,Routine monitoring,
145,2021,9,26.0,,3,0.0167,0.6,0.3833,0.0167,Routine monitoring,
146,2021,9,6.0,,4,0.0,0.1,0.0125,0.0375,Routine monitoring,
146,2021,9,12.0,,3,0.0,0.0333,0.0,0.0,Routine monitoring,
146,2021,9,21.0,,3,0.0,0.1167,0.05,0.0,Routine monitoring,
146,2021,9,26.0,,3,0.1667,0.0,0.0,0.1167,Routine monitoring,
156,2021,9,7.0,,2,5.15,2.625,1.0,0.5,Routine monitoring,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement"
156,2021,9,9.0,,5,2.71,3.48,0.79,0.19,Threshold exceedance,Management action planned (Mechanical removal treatment)
156,2021,9,18.0,,3,1.0167,2.55,0.8,0.4833,Follow-up,Management action planned (Mechanical removal treatment)
156,2021,9,19.0,,11,1.9318,3.6182,2.5727,0.6073,Pre-treatment,Mechanical removal treatment
156,2021,9,21.0,,12,1.0,1.1175,0.4717,0.0842,Post mechanical removal or bath treatment,
161,2021,9,12.0,,3,0.0667,0.8167,0.25,0.0167,Routine monitoring,
161,2021,9,23.0,,3,0.0,0.8333,0.3333,0.0,Routine monitoring,
168,2021,9,9.0,,3,0.0,1.65,0.9667,0.05,Routine monitoring,
168,2021,9,22.0,,3,0.0167,2.15,0.95,0.2667,Routine monitoring,
171,2021,9,5.0,,3,0.3833,3.05,1.9333,0.0667,Follow-up,Harvesting
171,2021,9,12.0,,3,0.4667,4.2333,2.5167,0.0833,Follow-up,Harvesting
171,2021,9,19.0,,3,0.3167,3.3,1.9,0.0,Follow-up,Harvesting
171,2021,9,26.0,,3,0.1167,2.8833,1.8667,0.0667,Follow-up,Harvesting
173,2021,9,1.0,,3,0.0333,1.2333,0.7333,0.0,Routine monitoring,
173,2021,9,12.0,,2,0.0,1.475,0.6,0.0,Routine monitoring,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement"
173,2021,9,17.0,,3,0.0,1.2167,0.6667,0.0,Routine monitoring,
173,2021,9,23.0,,4,0.0375,2.225,0.925,0.025,Routine monitoring,
42,2021,9,7.0,,2,2.675,1.85,0.75,1.625,Routine monitoring,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement"
42,2021,9,12.0,,4,6.2875,1.65,0.45,0.975,Routine monitoring,
42,2021,9,22.0,,3,4.0167,2.3667,0.9333,1.1,Routine monitoring,
42,2021,9,28.0,,3,8.1667,1.6833,0.35,1.8,Routine monitoring,
85,2021,9,2.0,,3,0.0167,0.1833,0.05,0.0,Routine monitoring,
85,2021,9,11.0,,3,0.1833,0.0667,0.0333,0.0,Routine monitoring,
85,2021,9,14.0,,3,0.1333,0.2,0.0833,0.0,Routine monitoring,
85,2021,9,22.0,,3,0.0867,0.17,0.07,0.0167,Routine monitoring,
85,2021,9,28.0,,3,0.3333,0.6833,0.3333,0.0167,Routine monitoring,
142,2021,9,7.0,,4,0.0125,0.15,0.0625,0.0,Routine monitoring,
142,2021,9,15.0,,3,0.0333,0.1833,0.0333,0.0,Routine monitoring,
142,2021,9,20.0,,3,0.0,0.0333,0.0333,0.0,Routine monitoring,
12,2021,9,8.0,,7,0.2286,6.1786,4.7571,0.3643,Pre-treatment,Mechanical removal treatment
12,2021,9,10.0,,7,0.0286,0.45,0.3786,0.0929,Post mechanical removal or bath treatment,
12,2021,9,19.0,,3,0.0333,1.7167,1.0833,0.0333,Routine monitoring,
12,2021,9,26.0,,5,0.03,2.24,1.57,0.19,Routine monitoring,
50,2021,9,5.0,,3,1.2,9.1333,2.0667,0.0333,Threshold exceedance,Management action planned (Mechanical removal treatment)
50,2021,9,13.0,,3,8.0333,23.5,7.8833,3.15,Follow-up,Management action planned (Mechanical removal treatment)
50,2021,9,16.0,,10,0.76,19.405,10.265,0.37,Pre-treatment; Follow-up,Mechanical removal treatment
50,2021,9,17.0,,10,0.885,2.125,1.39,0.005,Post mechanical removal or bath treatment,
